user_id,ticket_id,num_tickets,payment_method,booking_time,ip_address,is_fraud
3,Ticket_2887,5,debit_card,2025-03-21T10:30:22,192.168.1.2,1
3,Ticket_2313,2,debit_card,2025-02-23T10:30:22,192.168.1.9,0
3,Ticket_2710,7,debit_card,2025-02-23T10:30:22,192.168.1.4,0
3,Ticket_4880,7,debit_card,2025-03-21T10:30:22,192.168.1.6,0
3,Ticket_5125,2,debit_card,2025-03-12T10:30:22,192.168.1.1,0
3,Ticket_7974,9,paypal,2025-02-25T10:30:22,192.168.1.16,0
3,Ticket_4706,1,debit_card,2025-02-21T10:30:22,192.168.1.19,0
3,Ticket_4102,3,credit_card,2025-03-20T10:30:22,192.168.1.19,1
3,Ticket_8068,2,debit_card,2025-03-12T10:30:22,192.168.1.11,0
3,Ticket_6930,5,debit_card,2025-02-24T10:30:22,192.168.1.6,0
3,Ticket_9874,2,credit_card,2025-03-10T10:30:22,192.168.1.9,0
3,Ticket_3870,4,debit_card,2025-02-27T10:30:22,192.168.1.13,0
3,Ticket_3621,4,debit_card,2025-03-08T10:30:22,192.168.1.11,0
3,Ticket_5444,10,debit_card,2025-03-06T10:30:22,192.168.1.15,0
3,Ticket_6624,7,debit_card,2025-03-21T10:30:22,192.168.1.2,0
3,Ticket_4053,4,paypal,2025-03-10T10:30:22,192.168.1.10,0
3,Ticket_7460,2,debit_card,2025-03-11T10:30:22,192.168.1.10,0
3,Ticket_9152,9,credit_card,2025-03-21T10:30:22,192.168.1.14,0
3,Ticket_7358,2,debit_card,2025-03-13T10:30:22,192.168.1.7,0
3,Ticket_3445,1,credit_card,2025-03-18T10:30:22,192.168.1.12,0
3,Ticket_7339,8,paypal,2025-03-17T10:30:22,192.168.1.4,0
3,Ticket_1185,9,debit_card,2025-03-20T10:30:22,192.168.1.7,0
3,Ticket_9819,3,paypal,2025-03-14T10:30:22,192.168.1.12,0
3,Ticket_7761,7,credit_card,2025-03-13T10:30:22,192.168.1.20,0
3,Ticket_2823,6,debit_card,2025-03-16T10:30:22,192.168.1.13,0
3,Ticket_2135,8,paypal,2025-03-16T10:30:22,192.168.1.7,0
3,Ticket_3505,3,paypal,2025-03-05T10:30:22,192.168.1.2,0
3,Ticket_8669,7,paypal,2025-03-03T10:30:22,192.168.1.16,0
3,Ticket_7506,10,credit_card,2025-03-10T10:30:22,192.168.1.11,0
3,Ticket_1251,5,paypal,2025-03-15T10:30:22,192.168.1.12,0
3,Ticket_2952,3,paypal,2025-02-26T10:30:22,192.168.1.4,0
3,Ticket_3614,8,paypal,2025-02-27T10:30:22,192.168.1.8,0
3,Ticket_3456,10,credit_card,2025-02-21T10:30:22,192.168.1.18,0
4,Ticket_6676,2,debit_card,2025-03-07T10:30:22,192.168.1.4,0
4,Ticket_1104,9,credit_card,2025-03-09T10:30:22,192.168.1.11,0
4,Ticket_8142,4,paypal,2025-03-11T10:30:22,192.168.1.4,0
4,Ticket_5291,8,credit_card,2025-02-22T10:30:22,192.168.1.20,1
4,Ticket_7293,10,credit_card,2025-03-15T10:30:22,192.168.1.20,0
4,Ticket_1799,6,debit_card,2025-03-01T10:30:22,192.168.1.9,0
4,Ticket_4706,7,credit_card,2025-03-07T10:30:22,192.168.1.13,0
4,Ticket_5336,10,paypal,2025-02-26T10:30:22,192.168.1.9,0
4,Ticket_6776,5,paypal,2025-03-08T10:30:22,192.168.1.12,1
4,Ticket_7969,5,debit_card,2025-02-23T10:30:22,192.168.1.16,0
4,Ticket_9321,8,paypal,2025-02-27T10:30:22,192.168.1.6,0
4,Ticket_8104,2,paypal,2025-03-04T10:30:22,192.168.1.18,0
4,Ticket_5162,7,debit_card,2025-03-13T10:30:22,192.168.1.6,0
4,Ticket_9408,10,credit_card,2025-03-07T10:30:22,192.168.1.6,1
4,Ticket_1088,5,credit_card,2025-03-05T10:30:22,192.168.1.8,1
4,Ticket_2098,5,paypal,2025-03-04T10:30:22,192.168.1.10,0
4,Ticket_8529,4,debit_card,2025-03-10T10:30:22,192.168.1.15,0
4,Ticket_6050,1,paypal,2025-02-27T10:30:22,192.168.1.10,0
4,Ticket_3852,4,paypal,2025-02-20T10:30:22,192.168.1.11,1
4,Ticket_3636,7,credit_card,2025-03-18T10:30:22,192.168.1.11,0
4,Ticket_1026,8,credit_card,2025-02-27T10:30:22,192.168.1.1,1
4,Ticket_6121,3,debit_card,2025-03-11T10:30:22,192.168.1.9,1
4,Ticket_7023,10,paypal,2025-03-17T10:30:22,192.168.1.14,0
4,Ticket_9278,9,paypal,2025-03-13T10:30:22,192.168.1.13,0
4,Ticket_7840,1,debit_card,2025-03-02T10:30:22,192.168.1.6,1
4,Ticket_3996,7,credit_card,2025-02-20T10:30:22,192.168.1.11,1
4,Ticket_3470,2,paypal,2025-02-24T10:30:22,192.168.1.2,0
4,Ticket_6461,4,paypal,2025-02-23T10:30:22,192.168.1.6,0
4,Ticket_3050,2,debit_card,2025-03-12T10:30:22,192.168.1.15,0
4,Ticket_6787,9,paypal,2025-02-23T10:30:22,192.168.1.19,0
4,Ticket_1934,1,paypal,2025-02-20T10:30:22,192.168.1.2,0
4,Ticket_9985,10,paypal,2025-03-05T10:30:22,192.168.1.17,0
4,Ticket_8156,3,paypal,2025-02-20T10:30:22,192.168.1.13,1
4,Ticket_7485,5,credit_card,2025-03-14T10:30:22,192.168.1.2,0
4,Ticket_4024,7,paypal,2025-03-05T10:30:22,192.168.1.9,0
4,Ticket_9237,10,credit_card,2025-03-18T10:30:22,192.168.1.5,0
4,Ticket_8317,8,paypal,2025-03-13T10:30:22,192.168.1.16,0
4,Ticket_3418,1,debit_card,2025-03-20T10:30:22,192.168.1.11,0
4,Ticket_1747,4,credit_card,2025-03-05T10:30:22,192.168.1.7,0
4,Ticket_4009,10,debit_card,2025-03-14T10:30:22,192.168.1.13,0
5,Ticket_5010,4,debit_card,2025-02-24T10:30:22,192.168.1.5,0
5,Ticket_3994,3,credit_card,2025-03-11T10:30:22,192.168.1.5,1
5,Ticket_4214,4,debit_card,2025-03-08T10:30:22,192.168.1.9,1
5,Ticket_1215,8,credit_card,2025-02-26T10:30:22,192.168.1.5,0
5,Ticket_8605,1,credit_card,2025-03-05T10:30:22,192.168.1.19,0
5,Ticket_5059,3,debit_card,2025-03-07T10:30:22,192.168.1.20,0
5,Ticket_5952,3,paypal,2025-03-11T10:30:22,192.168.1.5,0
5,Ticket_1478,3,credit_card,2025-03-10T10:30:22,192.168.1.18,0
5,Ticket_5868,2,paypal,2025-02-20T10:30:22,192.168.1.13,1
5,Ticket_3855,5,debit_card,2025-02-23T10:30:22,192.168.1.10,0
5,Ticket_6808,1,credit_card,2025-03-10T10:30:22,192.168.1.12,0
5,Ticket_7669,8,credit_card,2025-03-15T10:30:22,192.168.1.20,0
5,Ticket_9759,2,debit_card,2025-03-10T10:30:22,192.168.1.15,0
5,Ticket_6811,1,debit_card,2025-03-10T10:30:22,192.168.1.7,0
5,Ticket_9724,10,credit_card,2025-03-13T10:30:22,192.168.1.2,0
5,Ticket_3998,10,debit_card,2025-03-15T10:30:22,192.168.1.8,0
5,Ticket_8206,6,debit_card,2025-03-08T10:30:22,192.168.1.1,0
5,Ticket_9895,4,paypal,2025-03-10T10:30:22,192.168.1.13,0
5,Ticket_2823,2,debit_card,2025-03-08T10:30:22,192.168.1.20,1
5,Ticket_8874,7,paypal,2025-03-10T10:30:22,192.168.1.11,0
5,Ticket_5364,5,credit_card,2025-02-25T10:30:22,192.168.1.17,0
5,Ticket_1985,1,debit_card,2025-02-22T10:30:22,192.168.1.14,0
5,Ticket_5450,4,debit_card,2025-03-01T10:30:22,192.168.1.7,0
5,Ticket_5787,5,paypal,2025-02-22T10:30:22,192.168.1.10,0
5,Ticket_1687,5,credit_card,2025-02-25T10:30:22,192.168.1.9,1
5,Ticket_6485,4,debit_card,2025-03-20T10:30:22,192.168.1.11,1
5,Ticket_2466,1,paypal,2025-03-13T10:30:22,192.168.1.8,0
5,Ticket_3820,2,credit_card,2025-03-19T10:30:22,192.168.1.5,0
5,Ticket_7389,7,debit_card,2025-03-13T10:30:22,192.168.1.13,1
5,Ticket_1137,8,paypal,2025-03-04T10:30:22,192.168.1.10,0
5,Ticket_5059,4,credit_card,2025-03-15T10:30:22,192.168.1.17,0
5,Ticket_4707,6,paypal,2025-03-19T10:30:22,192.168.1.18,0
5,Ticket_7853,6,paypal,2025-03-07T10:30:22,192.168.1.2,0
5,Ticket_3400,3,credit_card,2025-03-09T10:30:22,192.168.1.7,0
5,Ticket_3887,6,paypal,2025-03-14T10:30:22,192.168.1.18,0
5,Ticket_4633,6,credit_card,2025-03-02T10:30:22,192.168.1.10,1
5,Ticket_9429,7,paypal,2025-03-13T10:30:22,192.168.1.14,1
5,Ticket_5762,2,debit_card,2025-02-28T10:30:22,192.168.1.5,0
5,Ticket_2931,3,debit_card,2025-03-17T10:30:22,192.168.1.6,0
5,Ticket_8029,2,paypal,2025-02-23T10:30:22,192.168.1.1,0
6,Ticket_8938,1,credit_card,2025-03-17T10:30:22,192.168.1.4,0
6,Ticket_7080,6,paypal,2025-03-01T10:30:22,192.168.1.20,0
6,Ticket_2412,10,paypal,2025-03-11T10:30:22,192.168.1.14,0
6,Ticket_4874,4,credit_card,2025-03-08T10:30:22,192.168.1.4,0
6,Ticket_9057,7,debit_card,2025-02-24T10:30:22,192.168.1.15,0
6,Ticket_8151,3,credit_card,2025-03-14T10:30:22,192.168.1.4,1
6,Ticket_2633,6,debit_card,2025-03-05T10:30:22,192.168.1.3,0
6,Ticket_8363,3,paypal,2025-03-19T10:30:22,192.168.1.13,1
6,Ticket_9886,6,debit_card,2025-03-16T10:30:22,192.168.1.18,0
6,Ticket_3471,8,debit_card,2025-03-22T10:30:22,192.168.1.6,1
6,Ticket_8808,8,credit_card,2025-03-04T10:30:22,192.168.1.9,0
6,Ticket_3115,9,credit_card,2025-03-09T10:30:22,192.168.1.8,0
6,Ticket_9001,8,debit_card,2025-03-12T10:30:22,192.168.1.1,0
6,Ticket_6132,1,debit_card,2025-03-01T10:30:22,192.168.1.17,0
6,Ticket_1903,5,paypal,2025-03-21T10:30:22,192.168.1.4,0
6,Ticket_7735,6,credit_card,2025-02-22T10:30:22,192.168.1.2,0
6,Ticket_2084,7,debit_card,2025-03-02T10:30:22,192.168.1.4,0
6,Ticket_2317,2,credit_card,2025-03-22T10:30:22,192.168.1.8,0
6,Ticket_9148,9,credit_card,2025-03-04T10:30:22,192.168.1.1,1
6,Ticket_8068,1,debit_card,2025-03-17T10:30:22,192.168.1.20,0
6,Ticket_1389,1,debit_card,2025-03-04T10:30:22,192.168.1.2,0
6,Ticket_1169,4,paypal,2025-03-06T10:30:22,192.168.1.9,0
6,Ticket_4452,4,paypal,2025-03-22T10:30:22,192.168.1.14,0
6,Ticket_2718,8,credit_card,2025-02-20T10:30:22,192.168.1.8,0
6,Ticket_2543,3,paypal,2025-02-28T10:30:22,192.168.1.20,0
6,Ticket_5336,10,credit_card,2025-02-20T10:30:22,192.168.1.12,0
6,Ticket_3314,4,paypal,2025-03-13T10:30:22,192.168.1.6,0
6,Ticket_5659,3,credit_card,2025-03-03T10:30:22,192.168.1.8,0
6,Ticket_5937,8,credit_card,2025-02-26T10:30:22,192.168.1.20,0
6,Ticket_4778,5,paypal,2025-03-13T10:30:22,192.168.1.20,0
6,Ticket_2410,5,credit_card,2025-02-26T10:30:22,192.168.1.16,0
6,Ticket_7945,7,paypal,2025-03-18T10:30:22,192.168.1.19,0
6,Ticket_4982,1,paypal,2025-03-01T10:30:22,192.168.1.4,0
6,Ticket_9126,7,paypal,2025-03-14T10:30:22,192.168.1.4,0
6,Ticket_7953,10,credit_card,2025-02-21T10:30:22,192.168.1.18,1
6,Ticket_4856,8,paypal,2025-03-19T10:30:22,192.168.1.16,0
6,Ticket_5738,3,paypal,2025-03-05T10:30:22,192.168.1.19,0
6,Ticket_7677,8,credit_card,2025-02-21T10:30:22,192.168.1.12,0
6,Ticket_3542,1,credit_card,2025-02-28T10:30:22,192.168.1.15,0
6,Ticket_8217,9,debit_card,2025-02-22T10:30:22,192.168.1.7,0
7,Ticket_4458,6,debit_card,2025-03-15T10:30:22,192.168.1.12,0
7,Ticket_3268,4,credit_card,2025-03-06T10:30:22,192.168.1.9,1
7,Ticket_6274,2,debit_card,2025-03-01T10:30:22,192.168.1.20,0
7,Ticket_3547,7,paypal,2025-03-15T10:30:22,192.168.1.11,0
7,Ticket_2756,5,paypal,2025-02-23T10:30:22,192.168.1.12,0
7,Ticket_6077,2,paypal,2025-02-28T10:30:22,192.168.1.8,0
7,Ticket_1797,10,paypal,2025-02-25T10:30:22,192.168.1.15,1
7,Ticket_5593,1,credit_card,2025-03-14T10:30:22,192.168.1.3,0
7,Ticket_5759,4,credit_card,2025-03-11T10:30:22,192.168.1.14,0
7,Ticket_1026,8,debit_card,2025-03-16T10:30:22,192.168.1.8,0
7,Ticket_3149,10,debit_card,2025-03-08T10:30:22,192.168.1.9,0
7,Ticket_2516,7,debit_card,2025-02-25T10:30:22,192.168.1.12,0
7,Ticket_5615,6,paypal,2025-03-19T10:30:22,192.168.1.6,0
7,Ticket_9248,1,credit_card,2025-03-07T10:30:22,192.168.1.12,1
7,Ticket_7689,2,credit_card,2025-03-11T10:30:22,192.168.1.7,0
7,Ticket_6779,8,debit_card,2025-03-01T10:30:22,192.168.1.14,0
7,Ticket_9056,5,credit_card,2025-03-20T10:30:22,192.168.1.14,0
7,Ticket_7940,9,credit_card,2025-02-24T10:30:22,192.168.1.13,0
7,Ticket_6650,3,credit_card,2025-03-14T10:30:22,192.168.1.16,0
7,Ticket_7148,10,paypal,2025-03-01T10:30:22,192.168.1.3,0
7,Ticket_3817,5,paypal,2025-03-20T10:30:22,192.168.1.15,0
7,Ticket_1861,9,paypal,2025-03-07T10:30:22,192.168.1.8,0
7,Ticket_9148,1,debit_card,2025-02-24T10:30:22,192.168.1.6,0
7,Ticket_5307,2,debit_card,2025-03-07T10:30:22,192.168.1.16,0
7,Ticket_1592,8,debit_card,2025-03-22T10:30:22,192.168.1.10,0
7,Ticket_2161,6,debit_card,2025-03-05T10:30:22,192.168.1.7,0
7,Ticket_9937,9,credit_card,2025-03-09T10:30:22,192.168.1.12,0
7,Ticket_1708,10,debit_card,2025-03-02T10:30:22,192.168.1.17,0
7,Ticket_3499,4,debit_card,2025-02-26T10:30:22,192.168.1.10,0
7,Ticket_7310,1,paypal,2025-03-16T10:30:22,192.168.1.11,0
7,Ticket_5939,7,debit_card,2025-02-25T10:30:22,192.168.1.10,1
7,Ticket_9769,9,debit_card,2025-02-26T10:30:22,192.168.1.4,1
7,Ticket_2806,4,paypal,2025-03-13T10:30:22,192.168.1.1,1
7,Ticket_1618,8,paypal,2025-03-07T10:30:22,192.168.1.3,0
7,Ticket_8820,10,paypal,2025-03-09T10:30:22,192.168.1.13,0
7,Ticket_4231,6,debit_card,2025-03-11T10:30:22,192.168.1.7,0
7,Ticket_8800,4,paypal,2025-03-09T10:30:22,192.168.1.1,1
7,Ticket_8017,4,paypal,2025-03-13T10:30:22,192.168.1.20,1
7,Ticket_1735,7,paypal,2025-02-24T10:30:22,192.168.1.4,0
7,Ticket_3880,6,paypal,2025-03-11T10:30:22,192.168.1.8,0
8,Ticket_1412,6,debit_card,2025-03-14T10:30:22,192.168.1.13,1
8,Ticket_7053,5,debit_card,2025-02-20T10:30:22,192.168.1.17,0
8,Ticket_7512,6,debit_card,2025-02-22T10:30:22,192.168.1.4,1
8,Ticket_6957,2,credit_card,2025-03-15T10:30:22,192.168.1.15,0
8,Ticket_8345,8,credit_card,2025-02-26T10:30:22,192.168.1.9,1
8,Ticket_8484,2,credit_card,2025-03-15T10:30:22,192.168.1.18,0
8,Ticket_8257,10,paypal,2025-02-25T10:30:22,192.168.1.5,0
8,Ticket_3123,6,credit_card,2025-03-01T10:30:22,192.168.1.8,0
8,Ticket_7369,1,paypal,2025-03-06T10:30:22,192.168.1.4,0
8,Ticket_3756,10,debit_card,2025-03-13T10:30:22,192.168.1.3,0
8,Ticket_1636,9,paypal,2025-03-21T10:30:22,192.168.1.2,0
8,Ticket_8537,5,paypal,2025-03-10T10:30:22,192.168.1.19,1
8,Ticket_4090,6,debit_card,2025-02-22T10:30:22,192.168.1.15,0
8,Ticket_4245,7,paypal,2025-03-09T10:30:22,192.168.1.14,1
8,Ticket_4397,3,paypal,2025-02-23T10:30:22,192.168.1.19,0
8,Ticket_8648,7,paypal,2025-02-27T10:30:22,192.168.1.15,0
8,Ticket_7138,4,debit_card,2025-02-23T10:30:22,192.168.1.15,0
8,Ticket_8633,10,credit_card,2025-02-27T10:30:22,192.168.1.20,0
8,Ticket_4231,3,debit_card,2025-03-17T10:30:22,192.168.1.15,0
8,Ticket_4980,2,paypal,2025-02-26T10:30:22,192.168.1.15,1
8,Ticket_4465,10,credit_card,2025-03-21T10:30:22,192.168.1.19,0
8,Ticket_1060,6,credit_card,2025-03-15T10:30:22,192.168.1.18,0
8,Ticket_3981,9,debit_card,2025-03-04T10:30:22,192.168.1.15,0
8,Ticket_1342,1,paypal,2025-03-21T10:30:22,192.168.1.6,0
8,Ticket_5694,3,paypal,2025-03-05T10:30:22,192.168.1.4,1
8,Ticket_6845,5,credit_card,2025-03-09T10:30:22,192.168.1.18,0
8,Ticket_2150,10,debit_card,2025-02-22T10:30:22,192.168.1.1,0
8,Ticket_4266,1,paypal,2025-02-21T10:30:22,192.168.1.17,0
8,Ticket_3184,3,debit_card,2025-03-14T10:30:22,192.168.1.18,0
8,Ticket_5844,1,paypal,2025-03-03T10:30:22,192.168.1.15,0
8,Ticket_7899,10,debit_card,2025-03-02T10:30:22,192.168.1.10,0
8,Ticket_3754,10,credit_card,2025-02-27T10:30:22,192.168.1.16,0
8,Ticket_9350,2,credit_card,2025-02-22T10:30:22,192.168.1.1,0
8,Ticket_8702,3,paypal,2025-02-28T10:30:22,192.168.1.7,0
8,Ticket_5689,4,credit_card,2025-03-07T10:30:22,192.168.1.15,0
8,Ticket_3914,4,paypal,2025-03-21T10:30:22,192.168.1.4,0
8,Ticket_2503,1,debit_card,2025-03-02T10:30:22,192.168.1.14,0
8,Ticket_3053,6,debit_card,2025-02-21T10:30:22,192.168.1.6,0
8,Ticket_6151,6,debit_card,2025-03-17T10:30:22,192.168.1.20,0
8,Ticket_9560,7,credit_card,2025-03-16T10:30:22,192.168.1.10,1
9,Ticket_8883,9,debit_card,2025-02-21T10:30:22,192.168.1.10,1
9,Ticket_3252,2,debit_card,2025-03-14T10:30:22,192.168.1.12,0
9,Ticket_4870,7,paypal,2025-02-27T10:30:22,192.168.1.13,1
9,Ticket_4426,10,credit_card,2025-03-19T10:30:22,192.168.1.3,0
9,Ticket_6571,8,credit_card,2025-02-20T10:30:22,192.168.1.1,1
9,Ticket_5652,7,debit_card,2025-02-23T10:30:22,192.168.1.7,0
9,Ticket_6952,5,credit_card,2025-03-14T10:30:22,192.168.1.9,0
9,Ticket_6049,6,credit_card,2025-03-08T10:30:22,192.168.1.1,1
9,Ticket_3883,9,debit_card,2025-03-10T10:30:22,192.168.1.3,0
9,Ticket_1412,3,paypal,2025-03-06T10:30:22,192.168.1.8,0
9,Ticket_1510,6,paypal,2025-03-02T10:30:22,192.168.1.10,0
9,Ticket_9565,7,paypal,2025-02-21T10:30:22,192.168.1.17,0
9,Ticket_5645,1,paypal,2025-03-01T10:30:22,192.168.1.20,0
9,Ticket_9890,10,paypal,2025-03-21T10:30:22,192.168.1.6,1
9,Ticket_9433,3,credit_card,2025-03-03T10:30:22,192.168.1.8,1
9,Ticket_8143,3,debit_card,2025-03-06T10:30:22,192.168.1.7,0
9,Ticket_4985,5,credit_card,2025-03-07T10:30:22,192.168.1.2,1
9,Ticket_5435,5,paypal,2025-02-22T10:30:22,192.168.1.16,1
9,Ticket_2929,1,credit_card,2025-03-12T10:30:22,192.168.1.20,0
9,Ticket_4481,9,paypal,2025-02-23T10:30:22,192.168.1.13,0
9,Ticket_2393,9,debit_card,2025-03-02T10:30:22,192.168.1.15,1
9,Ticket_2534,4,debit_card,2025-02-27T10:30:22,192.168.1.10,0
9,Ticket_4479,5,credit_card,2025-02-28T10:30:22,192.168.1.16,0
9,Ticket_6126,7,debit_card,2025-03-19T10:30:22,192.168.1.12,0
9,Ticket_1669,8,paypal,2025-03-18T10:30:22,192.168.1.6,0
9,Ticket_1388,2,credit_card,2025-02-21T10:30:22,192.168.1.16,0
9,Ticket_6103,7,paypal,2025-03-03T10:30:22,192.168.1.7,0
9,Ticket_7790,10,debit_card,2025-03-02T10:30:22,192.168.1.6,0
9,Ticket_3562,3,paypal,2025-02-23T10:30:22,192.168.1.19,0
9,Ticket_1599,8,debit_card,2025-03-14T10:30:22,192.168.1.13,1
9,Ticket_3869,7,paypal,2025-03-04T10:30:22,192.168.1.14,0
